TERYT4;GENDER;AGE_GROUP;predicted_BRCA_cases
2462;K;<45-54>;23,35767054
1017;K;<45-54>;8,56829561
1011;K;<45-54>;4,185888452
407;K;<45-54>;21,34706081
2405;K;<45-54>;12,25031506
809;K;<45-54>;7,606734348
462;K;<45-54>;13,87008745
2209;K;<45-54>;6,79096912
1603;K;<45-54>;11,88637416
2661;K;<45-54>;27,3675753
2206;K;<45-54>;7,292191317
2811;K;<45-54>;3,857070411
3210;K;<45-54>;7,630099246
225;K;<45-54>;9,547015661
1428;K;<45-54>;8,902831946
2063;K;<45-54>;8,655953174
419;K;<45-54>;9,727174712
2467;K;<45-54>;8,117369876
3063;K;<45-54>;8,98256667
2806;K;<45-54>;6,067510225
1002;K;<45-54>;11,83811665
1004;K;<45-54>;6,080820817
2476;K;<45-54>;6,985973429
2401;K;<45-54>;19,50736371
803;K;<45-54>;6,897468309
3215;K;<45-54>;8,801365356
2409;K;<45-54>;8,099821187
2416;K;<45-54>;13,76737459
2461;K;<45-54>;17,70310535
1862;K;<45-54>;7,04228476
2463;K;<45-54>;14,96269646
1019;K;<45-54>;6,864246638
663;K;<45-54>;40,84895364
2471;K;<45-54>;7,634605571
463;K;<45-54>;30,03351963
3261;K;<45-54>;12,11812582
2610;K;<45-54>;9,75359167
1062;K;<45-54>;8,048735822
401;K;<45-54>;6,891081445
262;K;<45-54>;14,23967123
1263;K;<45-54>;13,61072991
2469;K;<45-54>;34,29542823
2466;K;<45-54>;24,74215701
1261;K;<45-54>;109,6005775
2473;K;<45-54>;19,56451981
2262;K;<45-54>;32,05039677
461;K;<45-54>;50,4171523
2862;K;<45-54>;24,69523388
261;K;<45-54>;11,41577221
3262;K;<45-54>;47,4397023
2261;K;<45-54>;59,4698258
207;K;<45-54>;5,144664274
464;K;<45-54>;16,14417501
1465;K;<45-54>;226,1633297
1462;K;<45-54>;16,59087819
221;K;<45-54>;23,21422234
3263;K;<45-54>;5,049466565
2464;K;<45-54>;33,695007
1061;K;<45-54>;98,27394672
2475;K;<45-54>;27,82778317
2264;K;<45-54>;4,528565651
1806;K;<55-64>;6,656400152
2012;K;<55-64>;3,192904521
1415;K;<55-64>;6,487873303
1207;K;<55-64>;15,31422363
2007;K;<55-64>;4,334887998
1815;K;<55-64>;7,550649002
412;K;<55-64>;4,718490522
1816;K;<55-64>;16,62051252
1210;K;<55-64>;17,89062766
2006;K;<55-64>;4,513581477
1819;K;<55-64>;5,004003886
1204;K;<55-64>;6,432296061
618;K;<55-64>;9,253327774
1216;K;<55-64>;20,66011796
1812;K;<55-64>;7,762617382
1813;K;<55-64>;8,500713051
1409;K;<55-64>;3,483931148
1211;K;<55-64>;20,0980838
2608;K;<55-64>;5,162601255
1202;K;<55-64>;10,76351444
217;K;<55-64>;6,218848687
1214;K;<55-64>;3,338753178
1425;K;<55-64>;18,34418809
2013;K;<55-64>;3,74120055
2417;K;<55-64>;21,84253759
1401;K;<55-64>;4,574180164
608;K;<55-64>;11,88098238
1426;K;<55-64>;8,767094844
609;K;<55-64>;20,79069135
1803;K;<55-64>;14,68113499
1205;K;<55-64>;12,46982328
218;K;<55-64>;4,420595908
1811;K;<55-64>;18,14626743
1817;K;<55-64>;10,48410941
1209;K;<55-64>;14,55385662
1804;K;<55-64>;14,86148219
416;K;<55-64>;4,994172083
616;K;<55-64>;8,296083156
1416;K;<55-64>;9,360281508
3007;K;<55-64>;9,12615342
1217;K;<55-64>;8,458510973
2014;K;<55-64>;4,741346018
1403;K;<55-64>;12,3029582
1218;K;<55-64>;19,08820523
2205;K;<55-64>;15,61242017
1007;K;<55-64>;10,05665022
2201;K;<55-64>;9,59064279
408;K;<55-64>;9,878547229
2216;K;<55-64>;5,814351823
1808;K;<55-64>;7,778825625
3016;K;<55-64>;7,702440776
2805;K;<55-64>;8,957316309
2008;K;<55-64>;4,585462891
615;K;<55-64>;7,900692011
2002;K;<55-64>;15,75968768
1801;K;<55-64>;2,520865517
601;K;<55-64>;13,20445534
2603;K;<55-64>;3,374127775
812;K;<55-64>;5,244733194
2414;K;<55-64>;7,864758737
2613;K;<55-64>;7,078306992
204;K;<55-64>;4,961893918
1436;K;<55-64>;3,629952752
1810;K;<55-64>;7,52229575
1609;K;<55-64>;16,48712856
1608;K;<55-64>;8,649745454
2011;K;<55-64>;8,505618411
1802;K;<55-64>;8,450209021
1435;K;<55-64>;10,33064113
1201;K;<55-64>;11,61396897
415;K;<55-64>;14,02526124
1437;K;<55-64>;4,552010926
2210;K;<55-64>;4,46596072
3209;K;<55-64>;9,761128257
2402;K;<55-64>;21,95229831
2819;K;<55-64>;2,485656373
3018;K;<55-64>;6,643696911
405;K;<55-64>;6,457590405
2818;K;<55-64>;4,329047774
223;K;<55-64>;22,89371751
2612;K;<55-64>;11,17651457
1809;K;<55-64>;6,030259226
2801;K;<55-64>;8,156403159
1015;K;<55-64>;5,066591232
1219;K;<55-64>;13,96812891
2010;K;<55-64>;3,991092443
1010;K;<55-64>;11,03560369
613;K;<55-64>;4,812957243
2004;K;<55-64>;6,424035044
2410;K;<55-64>;17,90147182
3205;K;<55-64>;7,145616511
1434;K;<55-64>;30,94736799
620;K;<55-64>;13,63817321
212;K;<55-64>;6,318990136
1433;K;<55-64>;7,092071208
2062;K;<55-64>;11,19495043
1814;K;<55-64>;5,705709511
2411;K;<55-64>;15,03675529
1206;K;<55-64>;40,02361727
3021;K;<55-64>;51,47081588
2817;K;<55-64>;9,252985764
418;K;<55-64>;10,86588913
210;K;<55-64>;9,532887958
2003;K;<55-64>;6,93390215
1607;K;<55-64>;18,57427046
3027;K;<55-64>;15,03446296
1215;K;<55-64>;10,36185539
610;K;<55-64>;8,721816111
2212;K;<55-64>;11,76780901
1601;K;<55-64>;12,27420461
1013;K;<55-64>;3,988778355
811;K;<55-64>;15,42623946
607;K;<55-64>;14,23678521
2809;K;<55-64>;6,227469571
216;K;<55-64>;9,96753098
3010;K;<55-64>;17,20570838
417;K;<55-64>;5,770131489
1430;K;<55-64>;5,663767902
2403;K;<55-64>;23,97007539
612;K;<55-64>;8,407752215
2408;K;<55-64>;16,01628344
403;K;<55-64>;18,06083162
2214;K;<55-64>;16,51091357
1005;K;<55-64>;12,3320381
2814;K;<55-64>;16,06868818
1805;K;<55-64>;15,53233242
3029;K;<55-64>;7,827765304
2601;K;<55-64>;10,37502349
2001;K;<55-64>;5,496489114
1807;K;<55-64>;13,50296053
2804;K;<55-64>;8,475609631
3013;K;<55-64>;8,21739528
619;K;<55-64>;5,260226657
2812;K;<55-64>;5,297769847
807;K;<55-64>;4,757611222
3031;K;<55-64>;8,189981611
1404;K;<55-64>;5,795640571
3006;K;<55-64>;11,67646903
3015;K;<55-64>;11,2435162
222;K;<55-64>;7,254205017
1461;K;<55-64>;0
1438;K;<55-64>;12,31324608
209;K;<55-64>;7,634539765
3217;K;<55-64>;7,909846927
2404;K;<55-64>;19,89554175
2807;K;<55-64>;13,07440216
1418;K;<55-64>;25,88016884
1412;K;<55-64>;20,14695322
215;K;<55-64>;13,50600272
214;K;<55-64>;15,28536204
1861;K;<55-64>;6,110401318
1402;K;<55-64>;10,76579066
2605;K;<55-64>;13,39419372
2208;K;<55-64>;7,957939708
2602;K;<55-64>;14,81556181
1021;K;<55-64>;3,57930273
411;K;<55-64>;6,32367798
1009;K;<55-64>;6,833097767
661;K;<55-64>;10,76478999
2607;K;<55-64>;19,64152747
2207;K;<55-64>;11,72194988
2816;K;<55-64>;8,139420046
2479;K;<55-64>;10,46046411
2810;K;<55-64>;8,563591208
1018;K;<55-64>;4,037700454
1001;K;<55-64>;22,31691696
1407;K;<55-64>;9,899713458
1604;K;<55-64>;9,248063097
1006;K;<55-64>;9,511523792
1605;K;<55-64>;9,71442712
3022;K;<55-64>;10,07438653
2009;K;<55-64>;2,443188484
1864;K;<55-64>;9,613898034
1408;K;<55-64>;19,37538445
1818;K;<55-64>;16,72480819
220;K;<55-64>;12,18963045
410;K;<55-64>;11,5672044
804;K;<55-64>;13,45071957
2415;K;<55-64>;20,35660709
3212;K;<55-64>;5,956302003
1213;K;<55-64>;24,83942504
1863;K;<55-64>;36,13553266
2478;K;<55-64>;32,47146866
2202;K;<55-64>;13,26597331
409;K;<55-64>;7,261423399
1262;K;<55-64>;10,87901141
3214;K;<55-64>;18,14609455
413;K;<55-64>;5,832705679
226;K;<55-64>;7,034555868
213;K;<55-64>;6,238460344
3218;K;<55-64>;6,279468691
3030;K;<55-64>;11,33501324
402;K;<55-64>;11,9792855
3213;K;<55-64>;7,235069131
1420;K;<55-64>;13,85786923
862;K;<55-64>;27,56542377
1016;K;<55-64>;16,50712971
208;K;<55-64>;25,63983568
2215;K;<55-64>;30,49988207
3211;K;<55-64>;13,90006466
1014;K;<55-64>;16,30907849
3020;K;<55-64>;9,155901166
3203;K;<55-64>;8,77331083
3012;K;<55-64>;11,5912048
664;K;<55-64>;13,84041301
1414;K;<55-64>;12,10760018
1203;K;<55-64>;19,55669408
1417;K;<55-64>;17,82574212
3005;K;<55-64>;6,443065457
2413;K;<55-64>;23,57122358
2407;K;<55-64>;8,179785019
2005;K;<55-64>;6,508753896
2609;K;<55-64>;12,61901265
1610;K;<55-64>;8,055087843
3206;K;<55-64>;13,96927405
3025;K;<55-64>;9,234924075
211;K;<55-64>;20,40157546
201;K;<55-64>;14,19782727
2803;K;<55-64>;10,30814731
3202;K;<55-64>;6,937989644
1406;K;<55-64>;14,0603336
3028;K;<55-64>;8,726424923
3009;K;<55-64>;13,1094994
1212;K;<55-64>;17,04932679
810;K;<55-64>;12,11945677
2203;K;<55-64>;7,920040061
3061;K;<55-64>;21,35775621
3024;K;<55-64>;12,30138249
614;K;<55-64>;18,34334553
2406;K;<55-64>;11,5115371
1427;K;<55-64>;7,978224385
3216;K;<55-64>;8,020700299
2472;K;<55-64>;27,00843866
1413;K;<55-64>;9,910329686
802;K;<55-64>;8,74212752
3023;K;<55-64>;8,986935922
2815;K;<55-64>;15,00044465
3017;K;<55-64>;26,47693202
3019;K;<55-64>;22,09518137
2412;K;<55-64>;12,52460421
2808;K;<55-64>;11,37712281
219;K;<55-64>;28,80033471
3207;K;<55-64>;7,739110127
3011;K;<55-64>;12,01144305
2061;K;<55-64>;53,76821756
3002;K;<55-64>;12,68803721
1208;K;<55-64>;6,173254892
1063;K;<55-64>;9,440591469
2263;K;<55-64>;17,92736626
1008;K;<55-64>;22,41142833
604;K;<55-64>;9,530571112
3004;K;<55-64>;13,59274911
3208;K;<55-64>;15,28742046
1464;K;<55-64>;13,28250863
3026;K;<55-64>;7,947257925
1012;K;<55-64>;18,7249045
617;K;<55-64>;12,30419132
2211;K;<55-64>;11,6775803
2861;K;<55-64>;26,72805918
1661;K;<55-64>;24,39042245
1421;K;<55-64>;30,90402385
808;K;<55-64>;8,721037352
3001;K;<55-64>;6,087126182
1020;K;<55-64>;26,17272211
3201;K;<55-64>;7,142151015
2611;K;<55-64>;15,90517248
3014;K;<55-64>;6,344919425
1003;K;<55-64>;6,983810806
2477;K;<55-64>;25,77589894
3003;K;<55-64>;23,55436424
1463;K;<55-64>;42,42537372
2462;K;<55-64>;36,13395195
1017;K;<55-64>;11,76957806
1011;K;<55-64>;5,924529379
407;K;<55-64>;32,97033557
2405;K;<55-64>;19,02956933
809;K;<55-64>;11,26109988
462;K;<55-64>;22,22327176
2209;K;<55-64>;9,793712872
1603;K;<55-64>;15,53069589
2661;K;<55-64>;40,51820416
2206;K;<55-64>;9,147199765
2811;K;<55-64>;5,155413816
3210;K;<55-64>;9,869112028
225;K;<55-64>;19,33086094
1428;K;<55-64>;14,18856445
2063;K;<55-64>;8,635724564
419;K;<55-64>;13,45204715
2467;K;<55-64>;19,31516339
3063;K;<55-64>;13,85660134
2806;K;<55-64>;7,035887945
1002;K;<55-64>;16,02231734
1004;K;<55-64>;9,198174723
2476;K;<55-64>;5,794367468
2401;K;<55-64>;32,69249866
803;K;<55-64>;9,242142319
3215;K;<55-64>;11,85772316
2409;K;<55-64>;11,80719512
2416;K;<55-64>;20,93390504
2461;K;<55-64>;35,47517976
1862;K;<55-64>;11,64349922
2463;K;<55-64>;19,67922767
1019;K;<55-64>;11,62270168
663;K;<55-64>;67,66319246
2471;K;<55-64>;12,40060065
463;K;<55-64>;44,13574103
3261;K;<55-64>;24,33908971
2610;K;<55-64>;13,30226545
1062;K;<55-64>;15,43959666
401;K;<55-64>;7,953039936
262;K;<55-64>;21,27670122
1263;K;<55-64>;23,36377974
2469;K;<55-64>;63,81318931
2466;K;<55-64>;38,62962586
1261;K;<55-64>;148,9145014
2473;K;<55-64>;30,37405603
2262;K;<55-64>;50,15779172
461;K;<55-64>;76,14719805
2862;K;<55-64>;37,62511407
261;K;<55-64>;18,48769286
3262;K;<55-64>;91,30486403
2261;K;<55-64>;90,80601355
207;K;<55-64>;7,134788899
464;K;<55-64>;25,6357264
1465;K;<55-64>;347,0010195
1462;K;<55-64>;26,93551853
221;K;<55-64>;38,24282006
3263;K;<55-64>;7,91568142
2464;K;<55-64>;52,71155626
1061;K;<55-64>;152,4749096
2475;K;<55-64>;47,80097188
2264;K;<55-64>;7,405467962
1806;K;<65-74>;3,951099707
2012;K;<65-74>;2,812330595
1415;K;<65-74>;5,791886972
1207;K;<65-74>;9,267399512
2007;K;<65-74>;2,798801857
1815;K;<65-74>;5,334640503
412;K;<65-74>;3,404176937
1816;K;<65-74>;11,78386968
1210;K;<65-74>;14,53322248
2006;K;<65-74>;2,462232322
1819;K;<65-74>;3,861997041
1204;K;<65-74>;3,68147602
618;K;<65-74>;5,429850267
1216;K;<65-74>;14,34954577
1812;K;<65-74>;4,744361406
1813;K;<65-74>;5,193646902
1409;K;<65-74>;2,522178179
1211;K;<65-74>;13,17042351
2608;K;<65-74>;3,358159371
1202;K;<65-74>;6,338807625
217;K;<65-74>;2,67201936
1214;K;<65-74>;3,582171652
1425;K;<65-74>;10,26965055
2013;K;<65-74>;4,096819921
2417;K;<65-74>;11,70667449
1401;K;<65-74>;2,016609413
608;K;<65-74>;6,602831551
1426;K;<65-74>;5,197866354
609;K;<65-74>;9,963625189
1803;K;<65-74>;11,10682519
1205;K;<65-74>;8,595001927
218;K;<65-74>;4,239201093
1811;K;<65-74>;10,09075688
1817;K;<65-74>;6,923744783
1209;K;<65-74>;8,842353258
1804;K;<65-74>;9,38586999
416;K;<65-74>;4,082723837
616;K;<65-74>;4,455903987
1416;K;<65-74>;4,904814287
3007;K;<65-74>;6,828271045
1217;K;<65-74>;4,477056254
2014;K;<65-74>;3,639603727
1403;K;<65-74>;8,259144419
1218;K;<65-74>;12,08412185
2205;K;<65-74>;9,684783439
1007;K;<65-74>;6,308549151
2201;K;<65-74>;5,199932699
408;K;<65-74>;4,860139687
2216;K;<65-74>;3,46548524
1808;K;<65-74>;5,284406963
3016;K;<65-74>;5,54866999
2805;K;<65-74>;5,345333408
2008;K;<65-74>;2,982068275
615;K;<65-74>;4,438920714
2002;K;<65-74>;9,507722014
1801;K;<65-74>;1,628697996
601;K;<65-74>;7,69200435
2603;K;<65-74>;2,595657422
812;K;<65-74>;2,850246571
2414;K;<65-74>;5,618645802
2613;K;<65-74>;3,589852144
204;K;<65-74>;2,496306593
1436;K;<65-74>;2,473695338
1810;K;<65-74>;6,410976345
1609;K;<65-74>;10,62927813
1608;K;<65-74>;4,94785675
2011;K;<65-74>;5,484061889
1802;K;<65-74>;4,849588676
1435;K;<65-74>;5,464533615
1201;K;<65-74>;9,504138627
415;K;<65-74>;8,224877442
1437;K;<65-74>;2,841330499
2210;K;<65-74>;2,541427178
3209;K;<65-74>;3,788987319
2402;K;<65-74>;16,01806663
2819;K;<65-74>;1,996031627
3018;K;<65-74>;4,031731797
405;K;<65-74>;3,362234063
2818;K;<65-74>;2,550906549
223;K;<65-74>;10,89715083
2612;K;<65-74>;6,33512723
1809;K;<65-74>;3,534941606
2801;K;<65-74>;4,66255104
1015;K;<65-74>;2,633402806
1219;K;<65-74>;8,277171183
2010;K;<65-74>;2,66557666
1010;K;<65-74>;6,419732495
613;K;<65-74>;3,030823368
2004;K;<65-74>;3,36504531
2410;K;<65-74>;12,98649826
3205;K;<65-74>;4,047485741
1434;K;<65-74>;17,76351676
620;K;<65-74>;7,598006755
212;K;<65-74>;3,549802557
1433;K;<65-74>;4,382283697
2062;K;<65-74>;6,97462894
1814;K;<65-74>;5,871243665
2411;K;<65-74>;12,30115808
1206;K;<65-74>;22,01301024
3021;K;<65-74>;29,12551609
2817;K;<65-74>;5,441107272
418;K;<65-74>;6,500310798
210;K;<65-74>;3,73990065
2003;K;<65-74>;4,368191007
1607;K;<65-74>;10,58097208
3027;K;<65-74>;8,030580914
1215;K;<65-74>;5,995717814
610;K;<65-74>;0
2212;K;<65-74>;7,181207275
1601;K;<65-74>;7,711191682
1013;K;<65-74>;3,512908937
811;K;<65-74>;7,731647052
607;K;<65-74>;7,066018585
2809;K;<65-74>;3,422392188
216;K;<65-74>;5,191339049
3010;K;<65-74>;9,890770233
417;K;<65-74>;2,701385432
1430;K;<65-74>;3,045235637
2403;K;<65-74>;16,02274383
612;K;<65-74>;5,073896305
2408;K;<65-74>;11,35830513
403;K;<65-74>;9,119614127
2214;K;<65-74>;8,574657312
1005;K;<65-74>;6,36771346
2814;K;<65-74>;9,669607397
1805;K;<65-74>;9,330802751
3029;K;<65-74>;5,043610027
2601;K;<65-74>;5,176430792
2001;K;<65-74>;4,55479992
1807;K;<65-74>;7,90490643
2804;K;<65-74>;4,811254039
3013;K;<65-74>;4,442066636
619;K;<65-74>;3,427533313
2812;K;<65-74>;3,834296282
807;K;<65-74>;2,651236116
3031;K;<65-74>;5,158104002
1404;K;<65-74>;3,558307425
3006;K;<65-74>;4,501214234
3015;K;<65-74>;5,981773485
222;K;<65-74>;4,160013828
1461;K;<65-74>;0
1438;K;<65-74>;5,896649319
209;K;<65-74>;4,771583566
3217;K;<65-74>;4,802844058
2404;K;<65-74>;9,726476463
2807;K;<65-74>;8,26397441
1418;K;<65-74>;14,29143405
1412;K;<65-74>;12,48714037
215;K;<65-74>;6,613315478
214;K;<65-74>;8,855463028
1861;K;<65-74>;6,387803344
1402;K;<65-74>;6,285763351
2605;K;<65-74>;6,685327466
2208;K;<65-74>;5,458908424
2602;K;<65-74>;7,749639194
1021;K;<65-74>;2,4248694
411;K;<65-74>;4,400891019
1009;K;<65-74>;3,854158673
661;K;<65-74>;4,631482175
2607;K;<65-74>;13,90042117
2207;K;<65-74>;7,831470156
2816;K;<65-74>;3,538098145
2479;K;<65-74>;7,476160135
2810;K;<65-74>;4,773911091
1018;K;<65-74>;3,698060208
1001;K;<65-74>;10,74183853
1407;K;<65-74>;4,842117988
1604;K;<65-74>;5,467260886
1006;K;<65-74>;5,776453145
1605;K;<65-74>;5,90678366
3022;K;<65-74>;5,703401005
2009;K;<65-74>;1,878484112
1864;K;<65-74>;6,1485362
1408;K;<65-74>;10,52938099
1818;K;<65-74>;8,285916041
220;K;<65-74>;6,478568595
410;K;<65-74>;7,581481582
804;K;<65-74>;7,11798162
2415;K;<65-74>;19,17155106
3212;K;<65-74>;3,390722366
1213;K;<65-74>;15,41031598
1863;K;<65-74>;21,32945166
2478;K;<65-74>;21,81328906
2202;K;<65-74>;7,209581759
409;K;<65-74>;3,961405748
1262;K;<65-74>;7,041480515
3214;K;<65-74>;11,10108227
413;K;<65-74>;3,486947033
226;K;<65-74>;3,969158201
213;K;<65-74>;2,817204878
3218;K;<65-74>;3,300435123
3030;K;<65-74>;6,472818226
402;K;<65-74>;6,956567671
3213;K;<65-74>;4,109462763
1420;K;<65-74>;7,674019971
862;K;<65-74>;11,9686825
1016;K;<65-74>;12,2010272
208;K;<65-74>;15,0758621
2215;K;<65-74>;20,23642481
3211;K;<65-74>;5,958854857
1014;K;<65-74>;10,44648267
3020;K;<65-74>;5,752614626
3203;K;<65-74>;6,762186031
3012;K;<65-74>;4,50634237
664;K;<65-74>;6,064078852
1414;K;<65-74>;7,595946748
1203;K;<65-74>;15,8145611
1417;K;<65-74>;12,37431446
3005;K;<65-74>;2,94674536
2413;K;<65-74>;15,88601341
2407;K;<65-74>;5,8412818
2005;K;<65-74>;4,791335911
2609;K;<65-74>;6,724794589
1610;K;<65-74>;4,606079171
3206;K;<65-74>;6,930659468
3025;K;<65-74>;5,448573206
211;K;<65-74>;11,43825948
201;K;<65-74>;8,843237775
2803;K;<65-74>;5,298625005
3202;K;<65-74>;3,905921553
1406;K;<65-74>;7,194521947
3028;K;<65-74>;5,379740695
3009;K;<65-74>;7,247916302
1212;K;<65-74>;8,525207879
810;K;<65-74>;6,607470647
2203;K;<65-74>;4,486508528
3061;K;<65-74>;13,5703995
3024;K;<65-74>;6,755005062
614;K;<65-74>;12,05009671
2406;K;<65-74>;6,590060127
1427;K;<65-74>;4,102495241
3216;K;<65-74>;4,057117227
2472;K;<65-74>;15,33805649
1413;K;<65-74>;4,768243156
802;K;<65-74>;5,051384632
3023;K;<65-74>;4,838918993
2815;K;<65-74>;8,956004064
3017;K;<65-74>;13,28163899
3019;K;<65-74>;11,95909822
2412;K;<65-74>;5,788508285
2808;K;<65-74>;6,053744302
219;K;<65-74>;18,85202749
3207;K;<65-74>;2,925387136
3011;K;<65-74>;6,939991596
2061;K;<65-74>;31,16918512
3002;K;<65-74>;7,777614299
1208;K;<65-74>;3,957319907
1063;K;<65-74>;6,09943878
2263;K;<65-74>;10,35710318
1008;K;<65-74>;15,47604996
604;K;<65-74>;4,577206548
3004;K;<65-74>;6,602478124
3208;K;<65-74>;7,092810417
1464;K;<65-74>;10,15161099
3026;K;<65-74>;6,128435168
1012;K;<65-74>;10,89737834
617;K;<65-74>;6,06751165
2211;K;<65-74>;7,929825044
2861;K;<65-74>;16,43290203
1661;K;<65-74>;15,63195436
1421;K;<65-74>;18,58341268
808;K;<65-74>;4,110312496
3001;K;<65-74>;3,672122639
1020;K;<65-74>;16,57472547
3201;K;<65-74>;3,847381867
2611;K;<65-74>;9,632297552
3014;K;<65-74>;2,77032408
1003;K;<65-74>;3,751990595
2477;K;<65-74>;16,38046375
3003;K;<65-74>;12,33311569
1463;K;<65-74>;27,44856341
2462;K;<65-74>;23,72760936
1017;K;<65-74>;6,95356902
1011;K;<65-74>;4,357391933
407;K;<65-74>;16,13517685
2405;K;<65-74>;12,88507944
809;K;<65-74>;6,5912742
462;K;<65-74>;13,52939082
2209;K;<65-74>;6,975173701
1603;K;<65-74>;10,80871857
2661;K;<65-74>;26,2312977
2206;K;<65-74>;5,300749193
2811;K;<65-74>;3,084536415
3210;K;<65-74>;5,223924227
225;K;<65-74>;11,05101592
1428;K;<65-74>;6,473134084
2063;K;<65-74>;6,019426252
419;K;<65-74>;5,93903286
2467;K;<65-74>;11,24220423
3063;K;<65-74>;8,127027451
2806;K;<65-74>;4,915765343
1002;K;<65-74>;9,698201418
1004;K;<65-74>;4,731584352
2476;K;<65-74>;5,716327186
2401;K;<65-74>;21,81954402
803;K;<65-74>;4,717151615
3215;K;<65-74>;6,417762899
2409;K;<65-74>;7,713459096
2416;K;<65-74>;12,53467965
2461;K;<65-74>;22,75781331
1862;K;<65-74>;11,18933123
2463;K;<65-74>;16,23800937
1019;K;<65-74>;7,867090591
663;K;<65-74>;43,44507057
2471;K;<65-74>;9,250940714
463;K;<65-74>;28,96482881
3261;K;<65-74>;16,97279432
2610;K;<65-74>;9,420851984
1062;K;<65-74>;10,60540906
401;K;<65-74>;5,020547618
262;K;<65-74>;15,22774339
1263;K;<65-74>;17,59304871
2469;K;<65-74>;46,36210945
2466;K;<65-74>;30,98794342
1261;K;<65-74>;99,0961137
2473;K;<65-74>;19,58148301
2262;K;<65-74>;32,65394193
461;K;<65-74>;45,8198862
2862;K;<65-74>;24,64738108
261;K;<65-74>;7,978438317
3262;K;<65-74>;55,18684521
2261;K;<65-74>;64,51782148
207;K;<65-74>;5,002188932
464;K;<65-74>;16,08933503
1465;K;<65-74>;238,4855529
1462;K;<65-74>;16,284894
221;K;<65-74>;18,92766732
3263;K;<65-74>;4,918666546
2464;K;<65-74>;36,21613486
1061;K;<65-74>;105,6741432
2475;K;<65-74>;35,80076309
2264;K;<65-74>;5,223379225
1806;K;<75-84>;1,957679733
2012;K;<75-84>;1,845407739
1415;K;<75-84>;3,700737604
1207;K;<75-84>;4,320381592
2007;K;<75-84>;2,087099334
1815;K;<75-84>;2,483514611
412;K;<75-84>;1,724404572
1816;K;<75-84>;8,109290475
1210;K;<75-84>;8,851152059
2006;K;<75-84>;2,103010694
1819;K;<75-84>;2,430076661
1204;K;<75-84>;3,508875147
618;K;<75-84>;2,696235076
1216;K;<75-84>;9,508982437
1812;K;<75-84>;3,118581004
1813;K;<75-84>;3,864644372
1409;K;<75-84>;1,571700148
1211;K;<75-84>;7,990129592
2608;K;<75-84>;1,701650707
1202;K;<75-84>;4,213028165
217;K;<75-84>;3,213471048
1214;K;<75-84>;2,780489281
1425;K;<75-84>;8,36888858
2013;K;<75-84>;1,934197938
2417;K;<75-84>;7,525155596
1401;K;<75-84>;1,092959338
608;K;<75-84>;5,031911801
1426;K;<75-84>;2,710457936
609;K;<75-84>;7,282599173
1803;K;<75-84>;6,862324813
1205;K;<75-84>;5,974443947
218;K;<75-84>;1,966657799
1811;K;<75-84>;7,439000339
1817;K;<75-84>;4,739460436
1209;K;<75-84>;7,24280422
1804;K;<75-84>;6,041130676
416;K;<75-84>;2,364733618
616;K;<75-84>;0
1416;K;<75-84>;2,569970318
3007;K;<75-84>;5,686946528
1217;K;<75-84>;3,397455726
2014;K;<75-84>;2,346898113
1403;K;<75-84>;4,06735553
1218;K;<75-84>;8,221916612
2205;K;<75-84>;5,4971049
1007;K;<75-84>;3,949547609
2201;K;<75-84>;4,606109015
408;K;<75-84>;3,380932714
2216;K;<75-84>;2,357484347
1808;K;<75-84>;3,724444904
3016;K;<75-84>;3,837662219
2805;K;<75-84>;5,098523052
2008;K;<75-84>;2,29925003
615;K;<75-84>;2,884892305
2002;K;<75-84>;6,524544693
1801;K;<75-84>;0
601;K;<75-84>;4,339213423
2603;K;<75-84>;1,573267346
812;K;<75-84>;2,149830048
2414;K;<75-84>;1,818625836
2613;K;<75-84>;3,121969909
204;K;<75-84>;2,586512562
1436;K;<75-84>;1,601495749
1810;K;<75-84>;4,141654479
1609;K;<75-84>;7,515868372
1608;K;<75-84>;3,3281321
2011;K;<75-84>;3,27262167
1802;K;<75-84>;3,914506355
1435;K;<75-84>;3,13418411
1201;K;<75-84>;6,153969071
415;K;<75-84>;4,948910777
1437;K;<75-84>;0
2210;K;<75-84>;1,543929203
3209;K;<75-84>;3,573689077
2402;K;<75-84>;9,618055177
2819;K;<75-84>;1,513600759
3018;K;<75-84>;2,561718651
405;K;<75-84>;2,000459178
2818;K;<75-84>;2,232147724
223;K;<75-84>;6,86675189
2612;K;<75-84>;3,302587214
1809;K;<75-84>;0
2801;K;<75-84>;0
1015;K;<75-84>;1,807983422
1219;K;<75-84>;6,030158987
2010;K;<75-84>;0
1010;K;<75-84>;2,862217546
613;K;<75-84>;1,824551813
2004;K;<75-84>;0
2410;K;<75-84>;4,277807505
3205;K;<75-84>;2,654348172
1434;K;<75-84>;11,96463591
620;K;<75-84>;6,253161551
212;K;<75-84>;2,147509665
1433;K;<75-84>;2,82299186
2062;K;<75-84>;2,37323536
1814;K;<75-84>;3,665946377
2411;K;<75-84>;10,12591319
1206;K;<75-84>;14,16981989
3021;K;<75-84>;18,69028635
2817;K;<75-84>;3,872970218
418;K;<75-84>;3,268488154
210;K;<75-84>;3,518430198
2003;K;<75-84>;3,033525855
1607;K;<75-84>;6,507691292
3027;K;<75-84>;4,931476826
1215;K;<75-84>;5,732280727
610;K;<75-84>;2,635409887
2212;K;<75-84>;4,636900677
